2300-612;TRAV.JACOME RATTON-MARMELAIS DE CIMA
2305-127;ZONA INDUSTRIAL DE TOMAR - SANTA CITA
2330-017;RUA DOUTOR MIGUEL BOMBARDA LOJA 9
2330-048;Rua Vergilio Mendes, Edf. Seguranca 24 5
2330-095;RUA 5 DE OUTUBRO n 121
2330-105;RUA DOUTOR CARLOS AYALA VIEIRA DA ROCHA
2330-106;Casal Melao
2330-139;RUA D JOÃO II 6
2330-153;Rua Engº ferreira mesquita
2334-909;ESTRADA DA BARROCA
2350-085;Rua Dr. José Maria Raposo Lote 153 R/c E
2350-462;ESTRADA 349-35 - SENTIEIRAS
2350-466;Torres Shopping - Ponte Nova, Loja A02
2350-483;CASAL DA MOS, EDIFICIO DIGIDELTA
2350-522;Rua Miguel Arnide 50 A
2350-536;Av. Sá carneiro, lote 13, loja 1 RC
2350-565;RUA DR JOSÉ MARQUES
2350-608;RUA DA AGREIREIRA 61-63
2350-628;Estrada da Sapeira
2350-726;AV. 8 JULHO - LOJA 10 6, LJ 10/11
2350-766;Rua dos Cides 18
2350-771;Av. Manuel Figueiredo
2350-774;RUA 25 DE ABRIL 13, 1 ESQ
2350-786;Rua 25 de Abril
2350-849;AZENHA - ZIBREIRA
2354-908;Casal da Amendoeira
2354-909;RUA ALEXANDRE HERCULANO 147
2380-052;Rua Alto da Terça 60
2380-061;Rua D. Nuno Alvares Pereira 949
2380-094;RUA DR. MANUEL ARRIAGA, 609
2380-184;Estrada da Raposeira, nº 26
2380-220;Lugar do Marujo
2384-908;RUA 24 DE JUNHO 1399
2395-007;Rua Tunel - Covão do Coelho
2400-014;Rua da Remouas 80
2400-086;Rua de Alcobaça, 9 - 1º
2400-112;Largo Cândido dos Reis 11
2400-119;RUA DA CIDADE DE TOKUSHIMA, LT 14 R/C ES
2400-120;LG 5 DE OUTUBTO 32, 1
2400-153;Av. Herois de Angola 42
2400-154;AV.HEROIS ANGOLA,9
2400-217;Praça Rodrigues Lobo, 59  LEIRIA
2400-232;RUA DE SÃO FRANCISCO Nº 30
2400-265;AV. 25 DE ABRIL, EDIFICIO IPJ
2400-316;RUA CAMPONESES 356
2400-441;R. Dr. Fernando Pinho de Almeida - Urban
2400-666;RUA DA ZONA INDUSTRIAL 160
2400-719;RUA FONTE CABECO DEL REI 3
2400-821;ESTRADA NACIONAL 356/1
2400-822;Alto do Vieiro
2401-953;Quinta do Cabeço, Apartado 1092
2405-018;R.MERCADO-MARTINGANCA
2405-019;FABRICA MACEIRA-LIZ
2410-067;RUA DA ALEGRIA, LOTE 2,GUIMAROTA
2410-105;RUA FRANCISCO PEREIRA DA SILVA LOJA1
2410-146;RUA PAULO VI, LOTE 3, N.º 126 LOJA B
2410-189;R. Conde Ferreira
2410-197;RUA DAS OLHALVAS
2410-211;PARQUE IND., CHARNECA DO BAILADOURO
2410-273;Rua Sá Miranda, 20 1ºC
2411-338;R. IMACULADA CON. TELHEIRO BARRERA 129
2415-003;Rua da Cooperativa, 5
2415-314;Z.I.ZICOFA,LT.31-COVA FAIAS
2415-367;Av. Adelino Amaro da Costa, Lt. 5 1ºanda
2415-369;RUA ÁLVARO PIRES DE MIRANDA LT 42 R/C
2415-396;Avenida 22 de Maio,Lt 46,R/C / Urbanizaç
2415-406;RUA D CARLOS I 167 LEIRIA GARE
2415-567;R dos Costas, Lt. 11
2415-584;RUA DE ATENAS, LOTE 46A, QUINTA DO BISPO
2415-781;Rua de Ourém,
2415-807;Zona Industrial Cova das Faias, Lote 23
2420-091;Rua do Comércio,50 CARANGUEJEIRA
2420-205;Rua da Escola - Eira Velha 121
2420-210;Rua do Brejo 195
2420-372;RUA DE CRUZ DO MELO 555
2420-403;RUA NOSSA SRA. DAS DORES 146-, C
2425-172;Rua do Vale 96
2425-453;Rua Principal, 528
2425-604;Estrada Nacional 109 40
2425-617;Rua da Fabrica 3,4
2425-834;ESTRADA PRINCIPAL - EXTREMADURO
2430-028;RUA DA FINLÂNDIA,LOTE 26
2430-157;rua do Sol 13
2430-173;Avenida Vitor Gallo,30
2430-238;RUA PROFESSOR VIRGILIO MORAIS Nº2
2430-308;Avenida Dr. José H. Vareda, 9-F
2430-403;Estr. do Pero Neto
2430-527;ESTRADA DE LEIRIA 233
2430-600;ZONA INDUSTRIAL DE VIEIRA DE LEIRIA
2431-901;ZONA INDUSTRIAL DE VIEIRA DE LEIRIA
2431-904;R. D. João Pereira Venâncio 4 F
2431-906;ESTR DOS GUILHERMES CASAL DA LEBRE
2435-087;ZID. DA CHA.AV.21 DE JUNHO
2435-092;Rua Fernão Magalhães - Zona Industr
2435-228;São Cristóvão  30
2435-286;Rua Pedro Alvaro Estevinha,19,Lj 8 FREIX
2435-522;ESTRADA PRINCIPAL  LUGAR CASAL RIBEIRO 1
2436-661;Z. IND.CASAL DOS FRADES LT. 68
2440-234;Armaz. 10H, Batalha
2440-399;Estrada Quinta da Varzea Arm 1A
2445-261;LARGO DO CRUZEIRO -PATAIA
2445-325;Avenida da Filarmónica, 47
2449-909;Fáb. Pataias-AlgaFarma-Un.Prod.Microalga
2450-060;ALTO DO ROMÃO
2450-106;Avenida Manuel Remígio,NE NAZARÉ
2450-113;Av. Vieira Guimaraes N75 C
2450-138;Av. Nogent-Sur-Marne Nº28
2450-197;Rua dos Barrancos 25
2450-312;Rua 10 de junho 1
2450-901;PORTO DE ABRIGO NAZARE
2460-016;LARGO DOS COMBATENTES G. GUERRA 10
2460-020;RUA AFONSO ALBUQUERQUE 67 R/C
2460-042;R.DR. JOSE NASCIMENTO E SOUSA 66 C/V DTA
2460-054;AV.JOAO DEUS,29-LJ.A
2460-108;EN 242 , Urbanizacao Quin de Var FR.I
2460-130;R.OLIVENCA,29
2460-162;Rua 25 de Abril,NE
2460-191;ESTRADA NACIONAL 8 KM 101.7 BARBA TORTA
2460-312;Rua de Alcobaça n.º 3 B
2460-392;Zona Industrial Casal de Areia, Lote 17
2460-601;RUA D. MARIA QUINTA DA CRUZ
2460-603;RUA PRINCIPAL Nº 52 R/C BOAVISTA
2460-682;LARGO 28 DE MAIO LOTE 2 H R/C
2460-781;RUA CONSTANTINO DOS SANTOS, 23 - VIGIA -
2460-903;R.PADRE DR.MANUEL LUIS 3A
2475-041;ESTRADA NACIONAL 8/6 Nº 114
2475-042;RUA ALTO DO LOMBO, 26 VENDA DA REGA
2475-112;RUA DA GAIATA, 14
2480-009;ESTRADA DA LADEIRA PIRES 49
2480-049;IC2, Km.108, Estrada da Calvaria
2480-093;Ic2, Km 104 Pedreiras
2480-109;Atlantik Retail Park Porto de Mós - Estr
2480-301;AV. DA IGREJA Nº 6 R/C ESQ.
2480-306;RUA ENG DELINO REIS SANTOS
2480-364;RUA SANTO ANTÓNIO
2480-369;RUA 24 DE JUNHO
2480-407;Zona Industrial de Porto de Mós Lote 17C
2485-095;RUA CONSTANTINO LAUREANO DUQUE 204
2485-166;RUA 10 DE JUNHO, 248
2485-901;R.LUIS CAMOES 268
2490-223;Rua do Vale Junqueiro 60
2490-483;Avenida Dom Nuno Alvares Pereira,73 OURÉ
2490-497;Largo Vitorino de Carvalho, 4
2490-505;Praceta Joaquim Ribeiro - Edificio Resid
2490-515;Rua Alexandre Herculano  21 1º
2490-543;RUA DOS ALAMOS 32, RC
2490-548;Rua Dr. Francisco Sá Carneiro, nº66A - L
2494-909;Est. Nacional 113, Apt. 88 - Melroeira
2495-015;Rua da Escola Primária 12
2495-036;Estrada de São Mamede, 6 - 1º Dto
2495-104;RUA SANTA CATARINA 7
2495-183;Rua Central 29
2495-329;RUA DO PORTALINHO - BOLEIROS 13
2495-352;Estrada Coelho Prazeres, 8 - Casal Farto
2495-401;Av. Beato Nuno,152
2495-402;Av. D. José Alves Correia da Silva, 178,
2495-405;Estrada da Batalha
2495-407;Estrada de Leiria 104
2495-415;Rua Anjo de Portugal, 65F
2495-421;Rua da Lagoa, nº6 - Edf. Parque dos past
2495-424;Santuário da Fátima,
2495-448;RUA FRANCISCO MARTO 59
2495-456;R.JOAO DEUS,13-LJ.1
2495-667;Estrada da Batalha - Cova da Iria
2496-908;RUA NOVA DA IGREJA
2500-000;CASAL EIRA-ST.ONOFRE
2500-001;ESTRADA CASALINHO
2500-068;R.Funchal 37A
2500-078;ESTRADA DO CAMPO, 36
2500-081;AV 1 MAIO N9, 1 ESQ
2500-082;Av.da Independencia Nacional,6 A
2500-110;Praça 25 Abril
2500-118;rua 31 janeiro ,12 A/B
2500-125;RUA ALMIRANTE CANDIDO DOS REIS Nº 92
2500-131;RUA ARNALDO FORTES - AVENAL LT27
2500-140;RUA CAPITÃO FILIPE SOUSA 124
2500-149;RUA CORONEL SOEIRO DE BRITO
2500-176;RUA DIARIO NOTICIAS M º 3 A
2500-177;R.Bouro s/n
2500-180;RUA DO MONTEPIO 9
2500-184;AV. D. MANUEL F.FREIRA DA CAMARA
2500-186;RUA DR. ARTUR FIGUEIROA REGO 45
2500-213;RUA ARNALDO FORTES, LOTE 26 CAVE
2500-225;RUA JÚLIO CÉSAR MACHADO 80
2500-239;RUA MOINHO DE VENTO Nº 44
2500-248;RUA RAUL PROENÇA 56
2500-256;Rua Vitorino Frois, nº62 R/c Esq.
2500-271;ANTONIO OLIVEIRA Nº 40 FRAC
2500-277;RUA FRANCISCO SÁ CARNEIRO 2B
2500-279;RUA JOSE PINTO MIRANDA, 4 R/C
2500-286;RUA CARREIRA GADO 94
2500-294;EST, NACIONAL 8 - EST DO LAVRADIO 21
2500-304;RUA DA ASSOCIAÇÃO Nº 1
2500-315;Largo do Rossio nº 7 A
2500-325;CIDADE NOVA
2500-334;Estrada Municipal nº 567, Nº 10
2500-507;RIA DO VALE DA PONTE, 7
2500-616;RUA DA INDUSTRIA
2500-755;R Inacio Perdigao 13
2500-766;RUA DA IGREJA 10
2500-798;Praça da República,110 CALDAS DA RAINHA
2500-817;Rua Luis Caldas
2500-857;R. MANUEL DE MATOS E SOUSA 71
2500-876;RUA DA ESCOLA 14
2500-882;Rua do Lar Montepio n 2
2500-884;RUA PROFESSOR LALANDA RIBEIRO, 16 D
2500-885;RUA SAO JOAO DEUS 1,
2500-916;RUA ANTÓNIO OLIVEIRA 8, 10
2510-070;RUA PADRE NUNES TAVARES, 12
2510-451;AV. D. INES CASTRO 1 - VALE JANELAS
2510-535;BECO FERREIRO 10
2510-702;Casais do Alvito
2510-752;RUA INDUSTRIAL 8
2510-772;RUA MANUEL TEOTONEO Nº 96
2520-161;RUA DO JARDIM INFANTIL, 4
2520-207;Avenida Paulo VI, nº 13, Edificio Cinema
2520-225;AV. MONSENHOR MANUEL BASTOS R- DE SOUSA
2520-256;RUA 13 DA INFANTARIA, nº19  nº19
2520-267;Rua 1 de Maio, Loja 1
2520-486;RUA RAMIRO MATOS BILHAU Nº 19 R/C ESQ
2520-605;ESTRADA MARGINAL NORTE
2520-621;R.ESCOLA PESCA,7
2520-630;PORTO PESCA TOPO NORTE
2524-909;ESTRADA MARGINAL NORTE
2525-001;EN 247 Rua Vale do Medo Pav.A
2525-020;RUA PADRE JOSE TAVARES 3
2525-074;RUA DR. MANUEL RIBEIRO FERREIRA 28 A
2525-075;R PADRE FARIA LOPES Nº 1 - 1º ESQ
2525-079;VICTOR ALMEIDA BALTAZAR,  15
2525-089;Rua dos Arneiros nº13 Carnide
2525-182;RUA DO MESTRE PAULO, Nº 9 R/C ESQ
2525-186;RUA PRINCIPAL Nº 83
2525-440;AV. DO MAR
2526-909;VALE GROU-
2530-000;AV.11 DE SETEMBRO 1
2530-009;Estrada da Atalaia , nº1
2530-049;RUA NOSSA SR.ª DA GUIA N.º2
2530-068;RUA DO MOINHO, Nº 3
2530-071;ZONA INDUSTRIAL DE CAPELAS
2530-108;Rua Dr Francisco Sa Carneiro 20B
2530-128;TRAVESSA DR.ª ANA JORGE 1
2530-154;RUA GAGO COUTINHO, Nº 7
2530-178;Rua São Roque nº3 lj.E
2530-444;ESTRADA S.MIGUEL - RIBEIRA PALHEIRO
2530-888;RUA VALE DE GEÕES
2540-046;Pç.Municipio,1
2540-069;CAMILO JOSE SOARES 10
2540-073;RUA DO CHAFARIZ VELHO, 9
2540-076;RUA DO COMERCIO 79
2540-110;R.VERIS.DUARTE-EDF.SOLAR LJ.5
2540-221;R. Joao Manuel Ferreira 5
2550-017;GOLCHERIA
2550-102;AV. DOS BOMBEIROS 36
2550-163;R Padre Jose Inacio Pereira 27
2550-429;Rua António Inácio Lopes SilvA 90
2550-450;RUA 20 DE JANEIRO
2550-480;QTA.S.FRANCISCO
2560-000;EDIF.BELO HORIZONTE,Nº1 LJ.12
2560-004;LARGO DO MERCADO
2560-016;R. D. MANUEL II N 57
2560-044;Rua Poço de Arroz, Casal da Lapa
2560-046;PÓVOA DE PENAFIRME
2560-048;LARGO DOS CEDROS
2560-050;R. Nª SRª DE FÁTIMA, nº3-VALE DA BORRA
2560-053;RUA DOS PAULOS, N.º 4 PARADAS
2560-084;Escritorio - Fábrica das Águas do Vimeir
2560-112;Rua Francisco Pombo Sobrinho LT 10
2560-127;AVENIDA PADRE DOUTOR RAÚL SARREIRA 103,
2560-167;RUA MARIA DA FONTE, Nº5
2560-171;RUA VASCO DA GAMA, 4
2560-232;Rua Quinta do Paúl
2560-239;CASAL SERENO-EST. NAC. Nº8 - 2 KM1
2560-258;EN.9-BAIRRO RABAO-S.PEDRO
2560-270;Av. 5 de Outubro 15B
2560-272;Av. Gen Humberto Delgado 22
2560-275;AV. TEN. VALADIM-ED. BACCHUS, N.º 9 LJ 9
2560-291;Praceta Calouste Gulbenkian 6
2560-306;RUA ANA MARIA BASTOS, Nº 5, 1º, ESCRIT.3
2560-311;Rua Brigadeiro Neves Costa R/C 6
2560-312;RUA CANDIDO DOS REIS , 12
2560-329;RUA DR. CARLOS FRANÇA
2560-333;R. DOUTOR JULIO C LUCAS R/C LJ 12 B
2560-357;RUA PAIVA DE ANDRADE N.º 13 B 1.º DTO
2560-362;RUA SANTOS BERNANDES 16B
2560-373;RUA 25 ABRIL, nº1 - BOAVISTA OLHEIROS
2560-374;RUA DA LIBERDADE 4
2560-408;RUA PRINCIPAL, 18-CERCA
2560-425;RUA PINHAL ABRIGO Nº31
2560-586;RUA PRINCIPAL  S/N S/N
2560-619;EDIFICIO SOL JARDIM, BL5, PISO3, LJ 15
2560-628;Bairro Arenes, Fracção C2
2560-629;ESTRADA NACIONAL 8 LT.8
2560-674;Rua Dr. Aleixo Ferreira nº13C
2560-686;RUA MANUEL ARRIAGA 34, R/C C/D
2560-779;PRAÇA CAMPOREAL
2564-272;AV.GEN.HUMB.DELGADO, Nº 1 A
2564-909;EN8-KM 44-QUINTA DO PRIOR
2564-911;RUA HENRIQUES NOGUEIRA
2565-027;RUA ANTÓNIO MARINS MACHADO 45
2565-031;R. DA CRUZ Nº25
2565-110;PRAÇA CAMPO REAL
2565-136;ZONA INDUSTRIAL DA CARVOEIRA
2565-517;QUINTA DAS LAPAS
2565-594;EN.361-OUTEIRO CABECA
2565-601;RUA DA FABRICA 1
2565-646;EST.NACIONAL 8  N:54
2565-773;E.N. Nº8 - Km. 36
2565-836;CALÇADA DOS MOINHOS, 12
2580-032;R. Profª Maria Encarnação - Nº 34
2580-049;Largo da Cruzinha, Lote 2
2580-079;SERRA DA ATOUGUIA
2580-081;QUINTA DA BOAVISTA
2580-087;R.CRISTINO SILVA N:9
2580-131;EN  115 4
2580-132;Rua Quinta do Visconde 15
2580-181;R. Luis de Camões, 9
2580-285;Av. António Maria Jalles - Nº83
2580-335;RUA RENATO LEITÃO LOURENÇO, 31
2580-346;Qta. da Charneca - Casal Machado
2580-347;Rua Casal Machado - Nº41, Casais Novos
2580-355;Rua Gago Coutinho, 45
2580-367;Av. 25 de Abril - Nº24 - R/c
2580-373;DRA. SANDRA MANCILHA  - Rua Triana 88
2580-461;Z.I. da Carambancha - Lote 14
2580-468;R Antonio C Baharem Nº33 A
2580-470;Zona Industrial do Carregado - Núcleo I
2580-483;Praceta João Álvares Fagundes - Lote 2 -
2580-499;PAP. RAQUEL - RUA PINTO BARREIROS - 50
2580-512;Carregado Park - Arm. M
2580-551;Rua D. Rodrigues Gaspar, nº 5
2580-631;Est. Pedrogal n4B
2580-653;Quinta da Ferraguda - Lote 8
2584-908;E.N. 3 - Km. 1.4 - Apartado 47
2584-909;Quinta do Bravo - Apartado 115
2590-047;R. DA VITÓRIA, Nº 6
2590-057;CASAL DA ESPINHEIRA LOTE 1 E 2 - Z. INDU
2600-000;RUA 28 DE MARÇO - S/N
2600-001;Avenida Pedro Vítor - Nº5
2600-053;Rua 28 de Março - S/n
2600-093;Praça Afonso de Albuquerque,18 VILA FRAN
2600-100;Estrada do Camarão, , Km 4,5
2600-131;AV.COMB.G.GUERRA,24
2600-221;Av. Pedro Victor - Nº5
2600-236;PAV.GINODESPORTIVO J.MARIO CEREJO
2600-242;R.REAL FAB.ATANADOS,LT.7-ZI
2600-286;Estrada Nacional 10 (ao Camarão)
2600-403;Av.Afonso de Albuquerque,32
2600-602;SITIO QUARTOS-LEZIRIA VERGA
2600-679;RUA DA SAIBREIRA Nº 2 - FRACÇÃO B
2600-686;Quinta S. José do Marco - S/n
2600-695;Zona Industrial do Cabo
2600-726;R da Estação , 20/22, Vala do Carregado
2600-728;EST. DOCAIS DA VALA DO CARREGADO
2600-774;Estrada da Arruda - S/n
2601-604;QUITNA DAS AREIAS - VARZEA
2601-906;Rua Leziria Corte - S/n
2601-997;Apartado 102 - Esteiro Do Nogueira
2605-123;Bairro do Pego Longo, Rua da Escola
2605-213;ESTRADA NACIONAL,117
2605-284;RUA TRABALHO 3
2605-652;RUA D. ISABEL ARAGÃO 13 D LJ A
2605-661;R. Padeira de Aljubarrota
2605-732;RUA DE CADIZ
2610-028;LG. BORGES CARNEIRO, 3G - BURACA
2610-038;R.CIDADE CORDOVA,5 A
2610-074;PRACETA DAS FLORES, 9B
2610-094;RUA JOSE FELIX 11, ALFRAGIDE
2610-098;AV LARANJEIRAS 18A
2610-114;TRAVESSA MIRADOURO 1
2610-135;R. DO ENTREPOSTO INDUSTRIAL 8
2610-156;AV. DA QUINTA GRANDE Nº 53, 9º C
2614-502;AV.L.VASCONCELOS,2
2614-522;EST.SEMINARIO,2
2615-001;R. Joaquim Sabino Faria Nº23/25
2615-042;E.N. 10 - Km. 127 - Edifício Norcentro -
2615-062;Largo dos Pastorinhos de Fátima - S/n
2615-063;Avenida 5 de Outubro - Nº36
2615-065;PRAÇA COVA DO BICHO 9
2615-077;CENTRO COMERCIAL PARQUE LOJA 43
2615-102;Rua João Mantas - Nº35
2615-108;Rua José Antunes 17
2615-123;Rua Dr. Miguel Bombarda - Nº23
2615-139;E.N.10 - Lote 36/37 R/c
2615-163;R.Cor Pedro Fava Ribeiro De Almeida
2615-173;PQ.AERONAUTICO ALVERCA ED.10
2615-178;Rua de Adarse - Vale de Ervas - Corpo D
2615-180;ESTRADA DE ADARSE, VALE DAS ERVAS LT. 8
2615-184;Quinta do Pinheiro - Nave 2
2615-187;C. Empresarial Alverca - Z.I.Vale da Erv
2615-351;Estrada Nacional 10, Km. 127,2, Loja 3
2615-354;R Mª Eduarda Seguro de Faria - Nº3 D
2615-361;QUINTA DO GALVAO 10 A
2615-376;Qta de Sta. Maria - R. Maria Eduarda Seg
2615-461;Rua Mato da Cruz - Qta. Pedra de Água (A
2615-692;RUA DUQUE TERCEIRA,71
2616-952;E.N.10 - Km. 128 - S/n
2620-037;Ed. Trimono - Rua Angola
2620-104;RUA PADRE JOSÉ ANCHIETA Nº17A
2620-111;RUA NORBERTO OLIVEIRA, 4
2620-136;RUA MARECHAL CRAVEIRO LOPES LOJA 3 PISO
2620-270;RUA MARQUESA DE ALORNA, 4
2620-419;RUA ANTONIO SOUSA BASTOS 2A
2620-439;LARGO DA ESCOLA SECUNDÁRIA
2620-535;RUA HERMINIA SILVA, Nº 72   1º ANDAR LJ
2625-082;Avenida Casal Serra Lt. i 2 Armazém 4
2625-086;C.C. Serra Nova - Loja 8 - Piso 0
2625-090;Centro Logístico PT, Arm.3, Piso 1
2625-095;Rua Ester de Bettencourt Duarte - 6 A -
2625-121;Estrada Nacional 10, Lote 4 - A/B PÓVOA
2625-253;Rua dos Canicos 7
2625-266;Armazém A5 - Km. 134.7 - E.N. 10 - Patam
2625-437;ESTRADA NACIONAL 10
2625-445;Parque Tejo, Bloco C
2625-480;Urbanização Olival Currais Edifício Assa
2625-577;Z IND OLIVAL MINAS, LT31
2625-585;Rua Olival Santos 11
2625-607;Beco da Aviação 1,Granja do Alpriate
2625-653;Largo do Convento,NE,Lj 2 VIALONGA
2625-655;C.C. Vialonga-R. Prof. Egas Moniz Nº126
2625-717;RUA 1º DE MAIO 34
2626-501;Complexo Industrial de Vialonga
2626-909;LOGIC-PQ.IND.SALGADOS POVOA
2630-014;R.Olivao 4
2630-048;RUA DA  AGUEIRA n.5
2630-123;Praceta Nª Senhora da Salvação - Lt. A1
2630-205;Rua 5 de Outubro - Nº49
2630-232;Av. D. Afonso Henriques - Nº52 A
2630-270;Rua Cândido dos Reis - Nº 144
2630-284;Beco do Terreiro - Nº7
2630-355;ZI  CORREDORAS VAR.IND.,13-GF
2630-506;Z.I. do A-do-Mourão
2635-047;EN 249, KM 4,2 CABRA FIGA
2635-079;Rua dos Aalfaiates 8 a 10
2635-477;Rua Sidónio Muralha, nº. 7 - B
2635-595;ESTRADA TERRAS LAGOA,66
2635-628;AV.DE FITARES,38-LJ.A
2636-901;Cintra Retail Parque Loja10/11
2640-064;ESTRADA CASAL DA CRUZ, LAGOA
2640-095;ESTRADA DA PONTE
2640-232;RUA DO CASALINHO , N.º 10
2640-259;Nº 20 Rua Cabeço da Fonte
2640-445;LARGO DOS COMBATENTES, N º1
2640-454;RUA 1º DE DEZEMBRO, 9 -ESC.2
2640-455;Av.ª 1.º de Maio, n.º 1 r/c
2640-486;AV.DR.FRANCISCO SÁ CARNEIRO-NEM
2640-491;R.MAJOR J.GOMES,LT.43-R/C
2640-492;TERREIRO D. JOÃO V, Nº 60
2640-538;R. TOMÁS DA FONSECA, N.º 8
2640-578;ESTRADA NACIONAL 116, N.º 54-A 56
2645-002;EST.ALBARRAQUE-LUG.ZANGAO
2645-038;R.CESALTINA FIALHO GOUVEIA,703
2645-040;Largo 5 de Outubro 2A
2645-091;ROT. TOJAS  ED CASCAIS OFFICE
2645-117;ALAMEDA DAS FISGAS,40
2645-303;RUA SÃO JOÃO, 8
2645-312;RUA PRINCIPAL 681 A
2645-438;Rua dos Salesianos
2645-543;CC CASCAIS SHOPPING, LJ 32 B ESTRADA NAC
2649-503;R.S.FRANCISCO,539-ADROANA
2649-505;R.DAS FIGAS,442.CASCAIS STOCK, ARM2
2650-000;AV.JOSE GARCES
2650-061;RUA 25 DE ABRIL 54
2650-123;RuA SALGUEIRO MAIO Nº46B
2650-126;AV. RUI LUIS GOMES 14, R/C ESQ.
2650-187;RUA MARIA MACHADO, 14 B
2650-278;R. EUGÉNIO CASTRO, 11 B
2650-373;RUA AUGUSTO GIL 21
2650-374;R. Augusto Gil
2650-436;AV. AMÁLIA RODRIGUES
2650-504;AVENIDA CRUZEIRO SEIXAS LJ0071
2655-135;AV. 10 DE AGOSTO 180
2655-139;E.N. 116 - Km.1 - Edif. Intermarché
2655-200;RUA DA ARREGANHA N 2 1 C
2655-266;RUA EDUARDO HENRIQUES PEREIRA
2655-270;COMPLEXO TURISTICO S. SEBASTIÃO LJ 9
2655-461;Caminho Vale de Carneiro nº 4 Bloco A2 L
2655-482;R.MIRA PARQUE, Nº1
2660-009;QUINTA DA BELA VISTA 7ºB 1º ANDAR
2660-020;RUA CIADADE DE CASTELO BRANCO, 11 A
2660-023;Rua Cidade de Faro, Fracção D Lote GH
2660-047;R.1 MAIO,52
2660-104;BAIRRO NOVO CASAL DA SERRA, Nº 108
2660-113;R.BECO ESCOLA 2-MANJOEIRA
2660-119;Rua Padre Adriano, Olivais Machio
2660-161;LARGO FRANCISCO MARIA BORGES
2660-194;NUCLEO EMPRESARIAL CORAÇÃO DA GREL
2660-228;RUA ANTÓNIO SÉRGIO CIDADE NOVA
2660-302;RUA MANUEL MOURISCA - PAV. VIDA FIXE
2660-325;R COMANDANTE SACADURA CABRAL 49 2/3 ESQ
2660-327;AVENIDA SALGADO ZENHA Nº11 B ESC. 1
2660-329;Al. Salgueiro Maia lote4
2660-360;RUA JOSE GOMES FERREIRA, Nº 2
2660-381;LARGO ANTONIO SERGIO - EDIF. GN 23
2660-395;NUCLEO EMPR.1 R. ENTRE MUROS, 54 Arz.AR
2660-412;MARL - Pavilhão A05. Boxes 34 e 35
2660-420;LOURES BUSINESS PARK,LT.5-Sul
2660-421;Mercado Abastecedor de Lisboa  (MARL)
2660-456;RUA CIDADE DE PARIS Nº6
2660-500;RUA FRANCISCO CANAS, nº 23, Bloco 1
2660-533;RUA DE ENTRE MUROS 54 ARMAZEM U
2660-703;RUA SEBASTIÃO E SILVA Nº21 LOJA DTA QUIN
2661-852;RUA CIDADE DO PORTO
2664-502;EN 115 KM 78,67 ADMINIS
2664-505;R. JOSE CARLOS ARY DOS SANTOS 54
2665-113;RUA DIREITA Nº 3
2665-118;Rua das Forças Armadas
2665-205;RUA 25 DE ABRIL N.16 LOJA A
2665-241;RUA DOS JUNCAIS, 2A
2665-291;R.ALTO DO MATOUTINHO, Nº1
2665-305;R. ZONA INDUSTRIAL 17 - ARMAZEM D
2665-379;RUA VALE CASAL, 42-ED.FLOR. E SILVA
2665-519;AVENIDA 9 JULHO n.83A
2665-562;RUA MANUEL VALENTIM DUARTE 10
2665-601;CASAL DAS ANDORINHAS
2665-602;NÚCLEO EMP. DA VENDA DO PINHEIRO, QTA DO
2665-628;Rua das indústrias, n.º 22
2670-326;R. CAROLINA MICHAELIS VASC. - 10, LJ. D
2670-327;AVENIDA DIOGO CAO Nº 16 - A
2670-331;Passeio Parque de Cidade, Loja G e I
2670-339;Quinta do Casal da Pipa
2670-340;C.C. Continente Loures - Q. Casal de Pip
2670-350;Zona B-Armazém I - Bloco 1
2670-383;AV. VASCO DA GAMA 40A
2670-391;R. Pedro Alvares Cabral  2D 24
2670-394;Rua Vasco da Gama,34 A LOURES
2670-426;R.COMBATENTES DA GRANDE GUERRA 4
2670-430;Rua de Olivença, 10, 10A, 12 e 12 A
2670--430;Rua de Olivença,10,10A,12 e 12A
2670-433;TERRA VINHA-QTA REGEDOR
2670-452;RUA MANUEL FRANCISCO SOROMENHO, 50
2670-457;AV.DESCOBERTAS,90
2670-468;RUA DA REPUBLICA
2670-502;Major Rosa Bastos 55A
2670-655;LARGO ESPIRITO SANTO - ADRO DA IGREJA
2670-682;QUINTA DOS MELOS - ARMAZEM 1
2670-693;RUA ALFREDO CALDEIRA
2670-741;VARZEA ANDRADE-CABEÇO MONTACHIQUE
2670-747;R. HEROIS DO ULTRAMAR, 366 ARMAZ. M
2670-769;Lugar de Salemas
2670-901;RUA DO TAZIM LOTE 7 QUINTA DO VALE
2671-901;CRUZ DA PEDRA LT 12/13
2674-514;AV.CARLOS TEIXEIRA,3
2675-227;LG ANTONIO ALEIXO, 10, C/V DRTA
2675-257;RUA PRINCIPAL N 9
2675-277;RUA ALFREDO ROQUE GAMEIRO 4C/V
2675-304;RUA BOMBEIROS VOLUNTARIOS Nº38 C
2675-324;R. COMBATENTES DO ULTRAMAR Nº 14 A LJ
2675-333;Av. D. Dinis nº 49 B
2675-374;rua herois chaimite, n 14
2675-380;R.AQUILINO RIBEIRO 1
2675-421;STRADA OUTLET LOJA 2070
2675-427;ALAMEDA DO PODER LOCAL 4 R/C
2675-471;TRAVESSA BULHÃO PATO, Nº5
2675-629;RUA VASCO SANTANA,Nº 24 ATL. DTº
2675-671;R.POLIDO VALENTE 37
